Run #,Final Val Acc,Final Train Loss,Elapsed Time (s)
0,0.9298999905586243,0.962890625,18.73682489013672
1,0.9343000054359436,0.97314453125,3.669720368623734
2,0.9334999918937683,0.966796875,3.677954544067383
3,0.9322999715805054,0.95458984375,3.6723188145160677
4,0.9334999918937683,0.97412109375,3.67338365483284
5,0.9301999807357788,0.95654296875,3.6779581084251403
6,0.9343000054359436,0.96728515625,3.679348200321198
7,0.9358999729156494,0.95849609375,3.6811597743034365
8,0.9319999814033508,0.96826171875,3.6801981086730957
9,0.9341999888420105,0.96533203125,3.682518578052521
10,0.9336999654769897,0.96875,3.681985156059265
11,0.9320999979972839,0.9619140625,3.686964002609253
12,0.9334999918937683,0.95556640625,3.6890000038146975
13,0.9343999624252319,0.95849609375,3.691179629087449
14,0.9323999881744385,0.9677734375,3.603387437105179
15,0.9350999593734741,0.96044921875,3.6060711193084716
16,0.9352999925613403,0.96337890625,3.687855412483216
17,0.9307000041007996,0.9638671875,3.6861548070907593
18,0.9316999912261963,0.95849609375,3.6908531033992764
19,0.9316999912261963,0.9658203125,3.605397024631501
20,0.9332999587059021,0.96435546875,3.691178230762482
21,0.9315999746322632,0.9658203125,3.6954572646617887
22,0.9343000054359436,0.9609375,3.6941216728687283
23,0.9309999942779541,0.95947265625,3.6910525538921357
24,0.9301999807357788,0.966796875,3.605816299676895
25,0.9353999495506287,0.96630859375,3.69507283115387
26,0.9323999881744385,0.96435546875,3.697244765758515
27,0.9322999715805054,0.9736328125,3.697410919189453
28,0.9309999942779541,0.9609375,3.692246175527573
29,0.9322999715805054,0.96875,3.6980006637573246
30,0.9303999543190002,0.95703125,3.6980436427593233
31,0.9329999685287476,0.95654296875,3.605837771892548
32,0.9298999905586243,0.9794921875,3.608633735179902
33,0.9329999685287476,0.9658203125,3.6058217203617096
34,0.9305999875068665,0.96875,3.612924737215042
35,0.9310999512672424,0.9560546875,3.694915661811829
36,0.9322999715805054,0.9638671875,3.6052975902557374
37,0.933899998664856,0.97509765625,3.6080263159275057
38,0.9351999759674072,0.9638671875,3.767910446166992
39,0.9334999918937683,0.96435546875,3.6960284583568574
40,0.9341999888420105,0.97607421875,3.6088354167938235
41,0.9350000023841858,0.96533203125,3.6084206681251527
42,0.9323999881744385,0.97119140625,3.694098846435547
43,0.9343000054359436,0.97021484375,3.69251084446907
44,0.929099977016449,0.9677734375,3.6077502322196957
45,0.9323999881744385,0.95947265625,3.6951518492698674
46,0.9309999942779541,0.95263671875,3.6951703257560733
47,0.9320999979972839,0.962890625,3.610291015625
48,0.9337999820709229,0.96484375,3.608017560720444
49,0.9328999519348145,0.96728515625,3.699626991271973
50,0.9315999746322632,0.9619140625,3.693588373661041
51,0.9314000010490417,0.98486328125,3.6098409481048583
52,0.9319999814033508,0.95458984375,3.693631983518601
53,0.9315999746322632,0.96435546875,3.6954642693996433
54,0.9339999556541443,0.974609375,3.694091503858566
55,0.9340999722480774,0.95849609375,3.6087040886878965
56,0.9327999949455261,0.97265625,3.609396364450455
57,0.9323999881744385,0.97021484375,3.694245814561844
58,0.9297999739646912,0.96875,3.6972235522270203
59,0.932699978351593,0.98095703125,3.6113748013973237
60,0.9323999881744385,0.9580078125,3.699269750833512
61,0.9348999857902527,0.97021484375,3.6907945783138274
62,0.9333999752998352,0.96533203125,3.6852899224758144
63,0.9328999519348145,0.9736328125,3.610121584415436
64,0.9343999624252319,0.96484375,3.697514643192291
65,0.9332000017166138,0.96337890625,3.6965385971069336
66,0.9315999746322632,0.9599609375,3.6968454074859616
67,0.9311999678611755,0.9609375,3.6928894982337948
68,0.9314000010490417,0.96630859375,3.686685337305069
69,0.9320999979972839,0.966796875,3.695486930847168
70,0.9318999648094177,0.96875,3.6972432568073272
71,0.9333999752998352,0.96142578125,3.7003328552246098
72,0.9309999942779541,0.958984375,3.692793895483017
73,0.9321999549865723,0.97119140625,3.6967006731033325
74,0.9307999610900879,0.96728515625,3.6990918350219726
75,0.9291999936103821,0.97802734375,3.6979102554321295
76,0.9347999691963196,0.97216796875,3.609710455417633
77,0.932699978351593,0.96240234375,3.6099295344352726
78,0.930899977684021,0.96728515625,3.612937615394592
79,0.933899998664856,0.96728515625,3.6983113989830017
80,0.9317999482154846,0.96630859375,3.698498239994049
81,0.9341999888420105,0.958984375,3.700964797973633
82,0.9321999549865723,0.96142578125,3.690570885181427
83,0.9348999857902527,0.97216796875,3.6083225636482235
84,0.9355999827384949,0.9638671875,3.691639346599579
85,0.9314999580383301,0.96533203125,3.6936702442169196
86,0.9343000054359436,0.958984375,3.6970559613704688
87,0.9314000010490417,0.96484375,3.608852232694626
88,0.9300999641418457,0.97314453125,3.690810221672058
89,0.9325999617576599,0.9677734375,3.6085946171283725
90,0.9339999556541443,0.96435546875,3.7023079071044918
91,0.9328999519348145,0.96826171875,3.6986991577148443
92,0.9332000017166138,0.962890625,3.7053499526977545
93,0.9328999519348145,0.9619140625,3.6926819839477543
94,0.9334999918937683,0.96240234375,3.692458778142929
95,0.9318999648094177,0.9736328125,3.6935467078685766
96,0.9329999685287476,0.955078125,3.6929951858520504
97,0.9303999543190002,0.96533203125,3.6946843523979185
98,0.930899977684021,0.958984375,3.69401228928566
99,0.9334999918937683,0.97314453125,3.696051424264908
100,0.930899977684021,0.9833984375,3.6245787403583525
101,0.9341999888420105,0.97802734375,3.6923028099536896
102,0.9327999949455261,0.96630859375,3.6802969553470617
103,0.9333999752998352,0.98046875,3.6916182377338407
104,0.9314000010490417,0.9619140625,3.697394139528275
105,0.9329999685287476,0.958984375,3.6075131144523622
106,0.9327999949455261,0.962890625,3.6093092012405394
107,0.9332999587059021,0.97314453125,3.6983012611865997
108,0.9325999617576599,0.970703125,3.6953496358394617
109,0.9332000017166138,0.96435546875,3.606370886325836
110,0.9336999654769897,0.9833984375,3.632247354269028
111,0.9351999759674072,0.96484375,3.699158606290817
112,0.9329999685287476,0.970703125,3.6982492828369136
113,0.9323999881744385,0.9619140625,3.6924740929603574
114,0.9312999844551086,0.96533203125,3.6974312896728514
115,0.9322999715805054,0.97021484375,3.692459730625153
116,0.9319999814033508,0.9501953125,3.694671778202057
117,0.9339999556541443,0.974609375,3.69630497288704
118,0.9296000003814697,0.95068359375,3.6960033495426177
119,0.9351999759674072,0.96923828125,3.6071334009170535
120,0.9318999648094177,0.96923828125,3.60590258860588
121,0.9310999512672424,0.97119140625,3.607977640628815
122,0.9332000017166138,0.974609375,3.695444221496582
123,0.9325999617576599,0.9794921875,3.6093731970787046
124,0.930899977684021,0.96533203125,3.6106681182384492
125,0.9311999678611755,0.9677734375,3.6919321033954633
126,0.9316999912261963,0.97705078125,3.6919693462848664
127,0.9309999942779541,0.95947265625,3.699211975812912
128,0.9321999549865723,0.962890625,3.608883393526077
129,0.9318999648094177,0.97216796875,3.692663257598877
130,0.9303999543190002,0.970703125,3.6925844414234157
131,0.9329999685287476,0.955078125,3.6913701531887053
132,0.9325999617576599,0.96630859375,3.6945896935462956
133,0.9322999715805054,0.96484375,3.6941755840778354
134,0.9321999549865723,0.9716796875,3.6988297157287597
135,0.9339999556541443,0.974609375,3.6955483906269078
136,0.9319999814033508,0.96484375,3.690931603908539
137,0.9310999512672424,0.96826171875,3.6954767363071435
138,0.9312999844551086,0.962890625,3.610057320594788
139,0.9334999918937683,0.96142578125,3.6060393459796902
140,0.9352999925613403,0.95849609375,3.609120707273483
141,0.9317999482154846,0.96435546875,3.6950168304443363
142,0.934499979019165,0.95458984375,3.694523562669754
143,0.9343000054359436,0.95556640625,3.6844214200973506
144,0.9318999648094177,0.9599609375,3.6943013381958005
145,0.9316999912261963,0.95703125,3.6971039540767667
146,0.9323999881744385,0.96484375,3.7010839703083036
147,0.9318999648094177,0.97265625,3.698921828269959
148,0.9343000054359436,0.96337890625,3.6976769909858707
149,0.9325999617576599,0.9482421875,3.608669255256653
150,0.9339999556541443,0.97119140625,3.6080709831714635
151,0.9305999875068665,0.97412109375,3.6090591831207273
152,0.9341999888420105,0.96240234375,3.6103514811992645
153,0.9312999844551086,0.9697265625,3.619812135457993
154,0.9320999979972839,0.96533203125,3.607416768789292
155,0.9332000017166138,0.97705078125,3.6923247783184054
156,0.9332000017166138,0.97021484375,3.6929132699966436
157,0.9316999912261963,0.974609375,3.692653428077698
158,0.9346999526023865,0.95068359375,3.6084940757751465
159,0.9348999857902527,0.9697265625,3.696458146095276
160,0.9305999875068665,0.97021484375,3.69796654343605
161,0.9321999549865723,0.962890625,3.6958139622211457
162,0.9335999488830566,0.96923828125,3.6078297200202947
163,0.9325000047683716,0.958984375,3.6942623374462134
164,0.9334999918937683,0.9677734375,3.607063364744186
165,0.9298999905586243,0.9599609375,3.6974467544555667
166,0.9328999519348145,0.958984375,3.697963411808014
167,0.9319999814033508,0.97265625,3.6910385031700135
168,0.9314000010490417,0.96240234375,3.69733349609375
169,0.9339999556541443,0.96923828125,3.6925286636352546
170,0.9322999715805054,0.96044921875,3.693845767259598
171,0.9341999888420105,0.9658203125,3.696885465145111
172,0.9305999875068665,0.96484375,3.691540585041047
173,0.9301999807357788,0.9482421875,3.631558866262436
174,0.9314000010490417,0.97021484375,3.69372218823433
175,0.9320999979972839,0.96728515625,3.6093496532440184
176,0.9307000041007996,0.96533203125,3.6955970096588135
177,0.9320999979972839,0.97119140625,3.6968483955860143
178,0.9311999678611755,0.958984375,3.6181948828697204
179,0.9333999752998352,0.96142578125,3.607898085355759
180,0.9310999512672424,0.9658203125,3.6957584486007686
181,0.9300999641418457,0.966796875,3.693655582666398
182,0.9325000047683716,0.95703125,3.7025338973999027
183,0.9329999685287476,0.96142578125,3.6099147450923916
184,0.9335999488830566,0.96630859375,3.69676353764534
185,0.9350000023841858,0.96826171875,3.701852407932282
186,0.9329999685287476,0.97119140625,3.6123870723247533
187,0.9320999979972839,0.9697265625,3.695367057323456
188,0.9339999556541443,0.955078125,3.6954098794460295
189,0.9314000010490417,0.97119140625,3.696884466409683
190,0.9336999654769897,0.96826171875,3.6071487550735473
191,0.9328999519348145,0.9697265625,3.69372872877121
192,0.9328999519348145,0.95703125,3.6907014651298526
193,0.9345999956130981,0.978515625,3.6938432118892677
194,0.9351999759674072,0.9619140625,3.6943790035247805
195,0.9328999519348145,0.9658203125,3.6941934001445773
196,0.9314999580383301,0.97021484375,3.691831132888794
197,0.9319999814033508,0.97265625,3.6932820398807524
198,0.9320999979972839,0.96923828125,3.6884837877750396
199,0.9314000010490417,0.95556640625,3.599977575063705
200,0.9329999685287476,0.97314453125,3.6933149368762974
201,0.9318999648094177,0.95556640625,3.5965963923931126
202,0.9304999709129333,0.97900390625,3.6867118670940404
203,0.9343000054359436,0.97265625,3.6091076631546017
204,0.932699978351593,0.98828125,3.6259223461151118
205,0.9322999715805054,0.97021484375,3.6881694934368134
206,0.9322999715805054,0.96044921875,3.6049455854892734
207,0.9329999685287476,0.96240234375,3.6943404545784
208,0.9309999942779541,0.982421875,3.6969926867485046
209,0.9322999715805054,0.9560546875,3.695375530958176
210,0.9298999905586243,0.9609375,3.693770025491715
211,0.9315999746322632,0.9609375,3.6971755220890046
212,0.9334999918937683,0.96533203125,3.606103911399842
213,0.9325000047683716,0.97021484375,3.6938754634857176
214,0.9325999617576599,0.9599609375,3.692177152633667
215,0.9321999549865723,0.9833984375,3.609514248371125
216,0.9299999475479126,0.970703125,3.6934481601715086
217,0.9343000054359436,0.95654296875,3.6097499349117275
218,0.9319999814033508,0.96435546875,3.6103108937740327
219,0.932699978351593,0.97705078125,3.6956279208660128
220,0.9335999488830566,0.97021484375,3.6061021268367774
221,0.9296999573707581,0.95849609375,3.6936865863800046
222,0.9348999857902527,0.96337890625,3.695283361673355
223,0.9337999820709229,0.95849609375,3.6900480999946597
224,0.9325000047683716,0.9697265625,3.6980726814270017
225,0.9298999905586243,0.9716796875,3.693585738897324
226,0.9333999752998352,0.943359375,3.699468312263489
227,0.9314999580383301,0.97216796875,3.6926618540287013
228,0.9340999722480774,0.97607421875,3.694556243896484
229,0.9321999549865723,0.97021484375,3.6927027215957633
230,0.9320999979972839,0.9736328125,3.6940674605369566
231,0.9299999475479126,0.96630859375,3.6157097783088687
232,0.9319999814033508,0.96484375,3.692731335878372
233,0.9354999661445618,0.96630859375,3.6071592893600464
234,0.9322999715805054,0.966796875,3.6079947755336765
235,0.9315999746322632,0.96337890625,3.693511399507522
236,0.9311999678611755,0.95947265625,3.6918749165534974
237,0.9335999488830566,0.974609375,3.6107937679290774
238,0.933899998664856,0.9736328125,3.701833095312119
239,0.9325000047683716,0.9599609375,3.693708392381668
240,0.9319999814033508,0.96875,3.6961832981109626
241,0.9317999482154846,0.9677734375,3.69291958642006
242,0.9300999641418457,0.96875,3.6925714666843414
243,0.9333999752998352,0.955078125,3.690921308040619
244,0.9341999888420105,0.97314453125,3.6981716883182525
245,0.9325000047683716,0.96533203125,3.6914100387096407
246,0.9321999549865723,0.9599609375,3.683816902160645
247,0.9325999617576599,0.96142578125,3.695859889507293
248,0.9297999739646912,0.9697265625,3.697477660179138
249,0.9330999851226807,0.9609375,3.6941234784126284
250,0.9314999580383301,0.97314453125,3.6975149190425878
251,0.9350999593734741,0.96923828125,3.6973729104995723
252,0.9316999912261963,0.958984375,3.6947488009929654
253,0.9316999912261963,0.966796875,3.6988746542930597
254,0.9319999814033508,0.96044921875,3.6832224180698394
255,0.9307999610900879,0.953125,3.6093614244461056
256,0.9355999827384949,0.9609375,3.694198636770249
257,0.9322999715805054,0.9765625,3.6964251537322994
258,0.9339999556541443,0.96826171875,3.699109042882919
259,0.9334999918937683,0.9609375,3.696034597158432
260,0.9311999678611755,0.97119140625,3.693564034223556
261,0.935699999332428,0.9697265625,3.6950371663570403
262,0.9333999752998352,0.95947265625,3.69666007232666
263,0.9336999654769897,0.97412109375,3.694675081968308
264,0.9332999587059021,0.97802734375,3.6077816162109375
265,0.9319999814033508,0.9619140625,3.6178452842235567
266,0.934499979019165,0.96484375,3.6921354541778566
267,0.9314000010490417,0.9580078125,3.6096299259662636
268,0.9314999580383301,0.966796875,3.694279678821564
269,0.9330999851226807,0.96630859375,3.6934051973819733
270,0.9327999949455261,0.9638671875,3.607490512371063
271,0.9319999814033508,0.96337890625,3.6980502941608426
272,0.9327999949455261,0.95361328125,3.6089249522686004
273,0.9302999973297119,0.96630859375,3.6943343374729154
274,0.932699978351593,0.96435546875,3.6951684875488287
275,0.9315999746322632,0.9658203125,3.608811505794525
276,0.9321999549865723,0.97998046875,3.615237776517868
277,0.9309999942779541,0.95947265625,3.607820042610168
278,0.9314000010490417,0.97412109375,3.6089824833869932
279,0.9343000054359436,0.96923828125,3.691809620141983
280,0.9323999881744385,0.970703125,3.6966847567558285
281,0.9296999573707581,0.97119140625,3.6188388142585755
282,0.9333999752998352,0.95849609375,3.6120371673107146
283,0.9345999956130981,0.984375,3.60694365978241
284,0.9310999512672424,0.96240234375,3.6088979809284214
285,0.9317999482154846,0.9609375,3.695525066852569
286,0.9323999881744385,0.96142578125,3.70140909576416
287,0.9322999715805054,0.966796875,3.700347810745239
288,0.9322999715805054,0.95849609375,3.6917782893180844
289,0.9312999844551086,0.9736328125,3.6911779601573946
290,0.9330999851226807,0.97607421875,3.6974969820976256
291,0.9347999691963196,0.96533203125,3.692096571683884
292,0.932699978351593,0.96630859375,3.608878172159195
293,0.9336999654769897,0.96630859375,3.6945910196304323
294,0.9346999526023865,0.95849609375,3.61692861533165
295,0.9317999482154846,0.97607421875,3.689149482488632
296,0.9321999549865723,0.953125,3.6948256545066833
297,0.9315999746322632,0.9619140625,3.696393261194229
298,0.9318999648094177,0.97412109375,3.6962407600879668
299,0.9328999519348145,0.94970703125,3.69579599571228
